LAST SEEN   TYPE      REASON                           OBJECT                                                                           MESSAGE
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-79-consumer-58f8dc786b                   Created pod: bench-kubebuilder-1784137300-79-consumer-58f8dc786b-drj67
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-78-consumer                              Scaled up replica set bench-kubebuilder-1784137300-78-consumer-5b76bcf5db from 0 to 1
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-72-consumer-5599d985cd-g6l7t                    Container started
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-78-consumer-5b76bcf5db                   Created pod: bench-kubebuilder-1784137300-78-consumer-5b76bcf5db-kjqtn
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-79-consumer                              Scaled up replica set bench-kubebuilder-1784137300-79-consumer-58f8dc786b from 0 to 1
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-74-consumer-7696fd96f4-8h7qx                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-73-consumer-5d879f5fc4-bgsqb                    Container started
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-76-consumer-58d54bfb54-cl2zf                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-76-consumer-58d54bfb54-cl2zf                    Container created
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-80-consumer                              Scaled up replica set bench-kubebuilder-1784137300-80-consumer-7b78f767c4 from 0 to 1
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-80-consumer-7b78f767c4                   Created pod: bench-kubebuilder-1784137300-80-consumer-7b78f767c4-q6dqv
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-75-consumer-85d998c894-lkvf5                    Container started
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-74-consumer-7696fd96f4-8h7qx                    Container started
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-77-consumer                              Scaled up replica set bench-kubebuilder-1784137300-77-consumer-68744f5798 from 0 to 1
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-75-consumer-85d998c894-lkvf5                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-75-consumer-85d998c894-lkvf5                    Container created
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-81-consumer                              Scaled up replica set bench-kubebuilder-1784137300-81-consumer-86d4c97dc8 from 0 to 1
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-82-consumer                              Scaled up replica set bench-kubebuilder-1784137300-82-consumer-598cdd68b from 0 to 1
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-78-consumer-5b76bcf5db-kjqtn                    Container started
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-77-consumer-68744f5798-8jj8d                    Container started
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-80-consumer-7b78f767c4-q6dqv                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-80-consumer-7b78f767c4-q6dqv                    Container created
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-77-consumer-68744f5798-8jj8d                    Container created
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-76-consumer-58d54bfb54-cl2zf                    Container started
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-78-consumer-5b76bcf5db-kjqtn                    Container created
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-77-consumer-68744f5798-8jj8d                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-82-consumer-598cdd68b                    Created pod: bench-kubebuilder-1784137300-82-consumer-598cdd68b-kmz8p
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-79-consumer-58f8dc786b-drj67                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-78-consumer-5b76bcf5db-kjqtn                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-79-consumer-58f8dc786b-drj67                    Container created
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-79-consumer-58f8dc786b-drj67                    Container started
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-81-consumer-86d4c97dc8                   Created pod: bench-kubebuilder-1784137300-81-consumer-86d4c97dc8-nqdsh
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-85-consumer-7c9b45f6bb                   Created pod: bench-kubebuilder-1784137300-85-consumer-7c9b45f6bb-4hw7g
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-82-consumer-598cdd68b-kmz8p                     Container created
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-82-consumer-598cdd68b-kmz8p                     Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-86-consumer                              Scaled up replica set bench-kubebuilder-1784137300-86-consumer-58f47d5cf4 from 0 to 1
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-86-consumer-58f47d5cf4                   Created pod: bench-kubebuilder-1784137300-86-consumer-58f47d5cf4-h2qcs
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-81-consumer-86d4c97dc8-nqdsh                    Container started
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-85-consumer                              Scaled up replica set bench-kubebuilder-1784137300-85-consumer-7c9b45f6bb from 0 to 1
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-81-consumer-86d4c97dc8-nqdsh                    Container created
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-81-consumer-86d4c97dc8-nqdsh                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-84-consumer-69fc4548d6                   Created pod: bench-kubebuilder-1784137300-84-consumer-69fc4548d6-fmbl7
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-80-consumer-7b78f767c4-q6dqv                    Container started
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-83-consumer-68bb5779f4                   Created pod: bench-kubebuilder-1784137300-83-consumer-68bb5779f4-nm49d
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-83-consumer                              Scaled up replica set bench-kubebuilder-1784137300-83-consumer-68bb5779f4 from 0 to 1
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-84-consumer                              Scaled up replica set bench-kubebuilder-1784137300-84-consumer-69fc4548d6 from 0 to 1
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-85-consumer-7c9b45f6bb-4hw7g                    Container started
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-85-consumer-7c9b45f6bb-4hw7g                    Container created
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-87-consumer-6b9c6cf7c8                   Created pod: bench-kubebuilder-1784137300-87-consumer-6b9c6cf7c8-m9c9p
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-87-consumer                              Scaled up replica set bench-kubebuilder-1784137300-87-consumer-6b9c6cf7c8 from 0 to 1
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-83-consumer-68bb5779f4-nm49d                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-83-consumer-68bb5779f4-nm49d                    Container created
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-89-consumer-775cb9b894                   Created pod: bench-kubebuilder-1784137300-89-consumer-775cb9b894-jk6kb
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-89-consumer                              Scaled up replica set bench-kubebuilder-1784137300-89-consumer-775cb9b894 from 0 to 1
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-82-consumer-598cdd68b-kmz8p                     Container started
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-88-consumer-7555847486                   Created pod: bench-kubebuilder-1784137300-88-consumer-7555847486-kg4bh
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-83-consumer-68bb5779f4-nm49d                    Container started
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-84-consumer-69fc4548d6-fmbl7                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-84-consumer-69fc4548d6-fmbl7                    Container created
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-84-consumer-69fc4548d6-fmbl7                    Container started
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-86-consumer-58f47d5cf4-h2qcs                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-88-consumer                              Scaled up replica set bench-kubebuilder-1784137300-88-consumer-7555847486 from 0 to 1
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-85-consumer-7c9b45f6bb-4hw7g                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-90-consumer                              Scaled up replica set bench-kubebuilder-1784137300-90-consumer-6bf76cc8f4 from 0 to 1
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-88-consumer-7555847486-kg4bh                    Container created
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-88-consumer-7555847486-kg4bh                    Container started
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-86-consumer-58f47d5cf4-h2qcs                    Container created
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-86-consumer-58f47d5cf4-h2qcs                    Container started
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-88-consumer-7555847486-kg4bh                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-87-consumer-6b9c6cf7c8-m9c9p                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-93-consumer                              Scaled up replica set bench-kubebuilder-1784137300-93-consumer-5745bbc858 from 0 to 1
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-89-consumer-775cb9b894-jk6kb                    Container created
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-89-consumer-775cb9b894-jk6kb                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-93-consumer-5745bbc858                   Created pod: bench-kubebuilder-1784137300-93-consumer-5745bbc858-jlnq5
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-87-consumer-6b9c6cf7c8-m9c9p                    Container created
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-87-consumer-6b9c6cf7c8-m9c9p                    Container started
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-92-consumer                              Scaled up replica set bench-kubebuilder-1784137300-92-consumer-5b96d78446 from 0 to 1
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-92-consumer-5b96d78446                   Created pod: bench-kubebuilder-1784137300-92-consumer-5b96d78446-nx7kr
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-91-consumer                              Scaled up replica set bench-kubebuilder-1784137300-91-consumer-d88d7975d from 0 to 1
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-91-consumer-d88d7975d                    Created pod: bench-kubebuilder-1784137300-91-consumer-d88d7975d-d4d7k
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-90-consumer-6bf76cc8f4                   Created pod: bench-kubebuilder-1784137300-90-consumer-6bf76cc8f4-qcdjx
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-95-consumer                              Scaled up replica set bench-kubebuilder-1784137300-95-consumer-794d5dfddb from 0 to 1
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-90-consumer-6bf76cc8f4-qcdjx                    Container created
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-91-consumer-d88d7975d-d4d7k                     Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-94-consumer                              Scaled up replica set bench-kubebuilder-1784137300-94-consumer-6db9d7bf74 from 0 to 1
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-93-consumer-5745bbc858-jlnq5                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-89-consumer-775cb9b894-jk6kb                    Container started
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-90-consumer-6bf76cc8f4-qcdjx                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-90-consumer-6bf76cc8f4-qcdjx                    Container started
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-94-consumer-6db9d7bf74                   Created pod: bench-kubebuilder-1784137300-94-consumer-6db9d7bf74-txnn5
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-92-consumer-5b96d78446-nx7kr                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-95-consumer-794d5dfddb                   Created pod: bench-kubebuilder-1784137300-95-consumer-794d5dfddb-dj7kq
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-93-consumer-5745bbc858-jlnq5                    Container created
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-97-consumer                              Scaled up replica set bench-kubebuilder-1784137300-97-consumer-76686dd59d from 0 to 1
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-96-consumer-568c5844fd                   Created pod: bench-kubebuilder-1784137300-96-consumer-568c5844fd-s8mrh
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-96-consumer                              Scaled up replica set bench-kubebuilder-1784137300-96-consumer-568c5844fd from 0 to 1
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-97-consumer-76686dd59d                   Created pod: bench-kubebuilder-1784137300-97-consumer-76686dd59d-qvlsm
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-91-consumer-d88d7975d-d4d7k                     Container started
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-92-consumer-5b96d78446-nx7kr                    Container created
15m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-98-consumer                              Scaled up replica set bench-kubebuilder-1784137300-98-consumer-5bf557bb54 from 0 to 1
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-92-consumer-5b96d78446-nx7kr                    Container started
15m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-98-consumer-5bf557bb54                   Created pod: bench-kubebuilder-1784137300-98-consumer-5bf557bb54-599qb
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-93-consumer-5745bbc858-jlnq5                    Container started
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-91-consumer-d88d7975d-d4d7k                     Container created
15m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-94-consumer-6db9d7bf74-txnn5                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
15m         Normal    Created                          pod/bench-kubebuilder-1784137300-94-consumer-6db9d7bf74-txnn5                    Container created
15m         Normal    Started                          pod/bench-kubebuilder-1784137300-94-consumer-6db9d7bf74-txnn5                    Container started
14m         Normal    Created                          pod/bench-kubebuilder-1784137300-95-consumer-794d5dfddb-dj7kq                    Container created
14m         Normal    Started                          pod/bench-kubebuilder-1784137300-96-consumer-568c5844fd-s8mrh                    Container started
14m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-99-consumer                              Scaled up replica set bench-kubebuilder-1784137300-99-consumer-57994d7bdb from 0 to 1
14m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-99-consumer-57994d7bdb                   Created pod: bench-kubebuilder-1784137300-99-consumer-57994d7bdb-rccns
14m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-95-consumer-794d5dfddb-dj7kq                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
14m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-97-consumer-76686dd59d-qvlsm                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
14m         Normal    Started                          pod/bench-kubebuilder-1784137300-95-consumer-794d5dfddb-dj7kq                    Container started
14m         Normal    Created                          pod/bench-kubebuilder-1784137300-96-consumer-568c5844fd-s8mrh                    Container created
14m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-96-consumer-568c5844fd-s8mrh                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
14m         Normal    SuccessfulCreate                 replicaset/bench-kubebuilder-1784137300-100-consumer-7f46b9dd4b                  Created pod: bench-kubebuilder-1784137300-100-consumer-7f46b9dd4b-bjbrs
14m         Normal    Started                          pod/bench-kubebuilder-1784137300-97-consumer-76686dd59d-qvlsm                    Container started
14m         Normal    Created                          pod/bench-kubebuilder-1784137300-99-consumer-57994d7bdb-rccns                    Container created
14m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-99-consumer-57994d7bdb-rccns                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
14m         Normal    ScalingReplicaSet                deployment/bench-kubebuilder-1784137300-100-consumer                             Scaled up replica set bench-kubebuilder-1784137300-100-consumer-7f46b9dd4b from 0 to 1
14m         Normal    Created                          pod/bench-kubebuilder-1784137300-97-consumer-76686dd59d-qvlsm                    Container created
14m         Normal    Created                          pod/bench-kubebuilder-1784137300-98-consumer-5bf557bb54-599qb                    Container created
14m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-98-consumer-5bf557bb54-599qb                    Container image "alpine:3.20" already present on machine and can be accessed by the pod
14m         Normal    Started                          pod/bench-kubebuilder-1784137300-98-consumer-5bf557bb54-599qb                    Container started
14m         Normal    Created                          pod/bench-kubebuilder-1784137300-100-consumer-7f46b9dd4b-bjbrs                   Container created
14m         Normal    Started                          pod/bench-kubebuilder-1784137300-99-consumer-57994d7bdb-rccns                    Container started
14m         Normal    Started                          pod/bench-kubebuilder-1784137300-100-consumer-7f46b9dd4b-bjbrs                   Container started
14m         Normal    Pulled                           pod/bench-kubebuilder-1784137300-100-consumer-7f46b9dd4b-bjbrs                   Container image "alpine:3.20" already present on machine and can be accessed by the pod
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-10-consumer-5fc4b8578b-vqvkf                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-1-consumer-6d49ddf56b-7hft5                     Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-100-consumer-7f46b9dd4b-bjbrs                   Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-11-consumer-586f7494cd-n4g89                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-13-consumer-569b945f9d-wxhlb                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-12-consumer-67d4c6d5b6-pk6rr                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-14-consumer-64f8d58d46-kwgxp                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-17-consumer-5f89c78d74-dwrk9                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-2-consumer-7b6956bff6-nr4lj                     Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-18-consumer-58677f566-rnvg7                     Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-19-consumer-58f57bc48b-tqspm                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-15-consumer-7c4b868b6-qlgz6                     Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-16-consumer-74fcff8f58-44qkt                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-21-consumer-5df44f7474-5bsn7                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-23-consumer-6f5dfcb45d-rjz7k                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-22-consumer-7b7bf94bb6-vpk42                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-20-consumer-66864c6d78-rgtkb                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-27-consumer-84bffc5bbb-xjtpj                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-28-consumer-757c969f66-qzdcz                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-25-consumer-6f95948f6b-jd747                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-26-consumer-c74b7459d-r7nq8                     Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-29-consumer-5d6dc95586-wslj4                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-24-consumer-7d9cd889cd-cjk26                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-31-consumer-f6d994686-dfwd4                     Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-3-consumer-6679476558-vvspb                     Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-30-consumer-659fc5d49d-w4wst                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-33-consumer-7fd4b48c7d-fpvj9                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-32-consumer-6b847895c4-kbkj4                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-34-consumer-6b65d6c54b-sf56g                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-37-consumer-64c89959cd-f6mdr                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-35-consumer-9dccf8678-62qd6                     Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-36-consumer-7db5d6cbc8-mw5wh                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-41-consumer-6b75ccb98b-qrtn8                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-39-consumer-f485d4dd6-nlfqg                     Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-4-consumer-56f74c95cb-88z9p                     Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-40-consumer-55888c87b6-tqv9c                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-42-consumer-6c6f9f5594-4jhpk                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-38-consumer-5556f758fd-k456q                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-45-consumer-7f657bf6fd-7jlnm                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-46-consumer-584d5d4d98-bxh2n                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-47-consumer-5f7d5d7586-7l6rs                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-44-consumer-68bbc65846-kbppt                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-43-consumer-cb695f68b-xp5wn                     Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-5-consumer-5f7f6f6d7d-ffszl                     Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-50-consumer-9bb557dbb-c886x                     Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-48-consumer-7cd5955dd6-gvpkv                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-49-consumer-7965cfd558-cr9hr                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-51-consumer-65d4bcb7bb-qhzg9                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-54-consumer-649c47c974-gzppq                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-56-consumer-57888f4b86-tpb67                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-55-consumer-54bbfb7c78-xg5sn                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-52-consumer-5bf84b44bb-xf7th                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-53-consumer-86586b99bb-8jg9r                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-59-consumer-544cbbf466-jkq2j                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-58-consumer-865d656df4-n6lmc                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-57-consumer-648c8c89fd-5xhdx                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-6-consumer-754db467bd-zrrtp                     Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-62-consumer-d688b54db-r85d7                     Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-63-consumer-679cbf7f7d-jcr5g                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-60-consumer-855c5b6dc8-92ckd                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-65-consumer-58ddf6bd98-wl5sn                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-61-consumer-7b879f8b4b-lc67x                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-64-consumer-775c86b646-9s8tr                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-67-consumer-6d8f7c6958-wbnhr                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-66-consumer-84689c6db-5wvl7                     Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-69-consumer-65db5f859d-4l6s6                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-68-consumer-f99ffb65d-gf7lj                     Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-72-consumer-5599d985cd-g6l7t                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-71-consumer-784676dcc4-7n2d4                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-7-consumer-6ccfbdf4d6-mw6pw                     Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-73-consumer-5d879f5fc4-bgsqb                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-70-consumer-5bf4675c58-l7wmn                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-75-consumer-85d998c894-lkvf5                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-77-consumer-68744f5798-8jj8d                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-78-consumer-5b76bcf5db-kjqtn                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-74-consumer-7696fd96f4-8h7qx                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-76-consumer-58d54bfb54-cl2zf                    Stopping container consumer
